"Texte_Descriptif";"APE_Propose";"APE_DV2";"APE_DV3";"Selection";"Nature_Activites";"CodeRetour_DV2"
"PROFESSEUR DE MUSIQUE";"8552Y";"8552Y";"8552Y";1;;"SUCCES_ECHO"
"PROFESSEUR DE NATATION";;"8551Y";"8559H";;;"SUCCES_ECHO"
"PROFESSEUR DE NATATION";"8551Y";"8551Y";"8559H";1;;"SUCCES_ECHO"
"PROFESSEUR DE YOGA";"8551Y";"8551Y";"8551Y";1;;"SUCCES_ECHO"
"PROFESSEUR DE YOGA";;"8551Y";"8551Y";;;"SUCCES_ECHO"
"PROFESSEUR INDEPENDANT DANS DES ETABLISSEMENTS DE L'ENSEIGNEMENT SUPERIEUR";"85.40Y";"8540Y";"8540Y";;;"SUCCES_ECHO"
"PROFESSEUR INDEPENDANT DANS DES ETABLISSEMENTS DE L'ENSEIGNEMENT SUPERIEUR";"/";"8540Y";"8540Y";;;"SUCCES_ECHO"
"PROFESSEUR INDEPENDANT DANS DES ETABLISSEMENTS DE L'ENSEIGNEMENT SUPERIEUR";"8540Y";"8540Y";"8540Y";;;"SUCCES_ECHO"
"PROFESSEUR INDEPENDANT DANS DES ETABLISSEMENTS DE L'ENSEIGNEMENT SUPERIEUR";"8540Y";"8540Y";"8540Y";;;"SUCCES_ECHO"
"PROFESSEUR INDEPENDANT DANS DES ETABLISSEMENTS DE L'ENSEIGNEMENT SUPERIEUR";"8540Y";"8540Y";"8540Y";;;"SUCCES_ECHO"
"PROFESSEUR INDEPENDANT DANS DES ETABLISSEMENTS DE L'ENSEIGNEMENT SUPERIEUR";"8540Y";"8540Y";"8540Y";;;"SUCCES_ECHO"
"PROFESSEUR INDEPENDANT DE DANSE";"8552Y";"8552Y";"8552Y";1;;"SUCCES_ECHO"
"PROFESSEUR INDEPENDANT DE DANSE";"8552Y";"8552Y";"8552Y";;;"SUCCES_ECHO"
"PROFESSEUR INDEPENDANT DE MUSIQUE";"8552Y";"8552Y";"8552Y";1;;"SUCCES_ECHO"
"PROFESSEUR INDEPENDANT DE MUSIQUE";;"8552Y";"8552Y";;;"SUCCES_ECHO"
"PROFESSEUR INDEPENDANT DE PIANO";"8552Y";"8552Y";"8552Y";1;;"SUCCES_ECHO"
"PROFESSEUR INDEPENDANT DE PIANO";"8552Y";"8552Y";"8552Y";;;"SUCCES_ECHO"
"PROGRAMMEUR";;"6210Y";"6210Y";;;"SUCCES_ECHO"
"PROGRAMMEUR";"6210Y";"6210Y";"6210Y";1;;"SUCCES_ECHO"
"PROMENADE D'ANIMAUX DE COMPAGNIE";"9699G";"9699G";"9699G";1;;"SUCCES_ECHO"
"PROMENADE D'ANIMAUX DE COMPAGNIE";"/";"9699G";"9699G";;;"SUCCES_ECHO"
"PROMOTION D'ENTREPRISES, PRODUITS OU SERVICES EN LIGNE, VIA LES RESEAUX SOCIAUX, LA PUBLICITE SUR INTERNET ET LE REFERENCEMENT SUR LES MOTEU";"7330Y";"7311Y";"7311Y";;;"SUCCES_ECHO"
"PROMOTION D'ENTREPRISES, PRODUITS OU SERVICES EN LIGNE, VIA LES RESEAUX SOCIAUX, LA PUBLICITE SUR INTERNET ET LE REFERENCEMENT SUR LES MOTEU";"7311Y";"7311Y";"7311Y";;;"SUCCES_ECHO"
"PROMOTION DE L'ENTRAIDE, LA SOLIDARITE";"9499Y";"9699H";"6812Y";;;"SUCCES_ECHO"
"PROMOTION ET EXPOSITION OEUVRES D’ART, ORGANISATION DE RASSEMBLEMENT ET EVENEMENTS ARTISTIQUES";"9121Y";"9039G";"9121Y";;;"SUCCES_ECHO"
"PROMOTION IMMOBILIERE";"6812Y";"6812Y";"6812Y";;;"SUCCES_ECHO"
"PROMOTION IMMOBILIERE";;"6812Y";"6812Y";;;"SUCCES_ECHO"
"Promotion pharmaceutique, Autres intermédiaires de commerce en produits divers";"4618Y";"4619H";"4619H";;;"SUCCES_ECHO"
"PROMOUVOIR CONCEVOIR DES EVENEMENTS CULTURELS, SPORTIFS, ARTISTIQUES";"9499Y";"9319Y";"5813Y";;;"SUCCES_ECHO"
"PROMOUVOIR LA PRATIQUE ET LA DIFFUSION DE LA MUSIQUE";"9020Y";"9329Y";"8552Y";;;"SUCCES_ECHO"
"Prospection commerciale, génération de leads, gestion des relations clients et accompagnement à la vente de solutions photovoltaïques pour l";"4614Y";"4619H";"8220Y";;;"SUCCES_ECHO"
"PSYCHO-ENERGETICIEN";"8696Y";"8696Y";"8696Y";1;;"SUCCES_ECHO"
"PSYCHO-ENERGETICIEN";"8696Y";"8696Y";"8696Y";;;"SUCCES_ECHO"
"PSYCHO-ENERGETICIEN";"8696Y";"8696Y";"8696Y";;;"SUCCES_ECHO"
"PSYCHO-ENERGETICIEN";"RAS";"8696Y";"8696Y";;;"SUCCES_ECHO"
"PSYCHOMOTRICIEN";"8695Y";"8696Y";"8695Y";;;"SUCCES_ECHO"
"PSYCHOMOTRICIEN";"/";"8696Y";"8695Y";;;"SUCCES_ECHO"
"PSYCHOMOTRICIEN";"8610Y";"8696Y";"8695Y";;;"SUCCES_ECHO"
"PSYCHOMOTRICIEN";"8695Y";"8696Y";"8695Y";;;"SUCCES_ECHO"
"PSYCHOMOTRICIENNE";"8695Y";"8696Y";"8695Y";;;"SUCCES_ECHO"
"PSYCHOMOTRICIENNE";"/";"8696Y";"8695Y";;;"SUCCES_ECHO"
"PSYCHOMOTRICIENNE";"8695Y";"8696Y";"8695Y";;;"SUCCES_ECHO"
"PSYCHOMOTRICIENNE";"8695Y";"8696Y";"8695Y";;;"SUCCES_ECHO"
"Psychomotricienne diplômée d'état réalisant des bilans psychomoteurs puis proposant une prise en charge en lien";"8695Y";"8696Y";"8695Y";;;"SUCCES_ECHO"
"PSYCHOMOTRICITE";"8695Y";"8696Y";"8695Y";;;"SUCCES_ECHO"
"PSYCHOMOTRICITE";"RAS";"8696Y";"8695Y";;;"SUCCES_ECHO"
"Psychopraticienne";;"8693Y";"9699H";;;"SUCCES_ECHO"
"RAMONAGE";"8122Y";"8122Y";"8122Y";1;;"SUCCES_ECHO"
"RAMONAGE";;"8122Y";"8122Y";;;"SUCCES_ECHO"
"Rapporteur d’affaire";"8299Z";"4360Y";"4619H";;;"SUCCES_ECHO"
"Réalisation d'état des lieux d'entrée et de sortie.";"6832H";"9699H";"6832H";;;"SUCCES_ECHO"
"Réalisation de projets No-Code";;"6210Y";"6210Y";;;"SUCCES_ECHO"
"Réaliser le closing commercial d'un client inbound";"8299Y";;"4619H";;;"ERREUR_HTTP_200"
"REDACTEUR";"9011Y";"5811Y";"9011Y";;;"SUCCES_ECHO"
"Rédaction web - copywriting : c'est un processus d'écriture marketing utilisant l'art de la persuasion pour pousser le lecteur à agir";"5813Y";"9011Y";"7020Y";;;"SUCCES_ECHO"
"REFLEXOLOGIE";"8696Y";"9623Y";"8696Y";1;;"SUCCES_ECHO"
"REFLEXOLOGIE";;"9623Y";"8696Y";;;"SUCCES_ECHO"
"Réflexologie";"8696Y";"9623Y";"8696Y";;;"SUCCES_ECHO"
"Réflexologie faciale, plantaire et palmaire avec des massages bien-être.";"8696Y";"8696Y";"9623Y";;;"SUCCES_ECHO"
"RELATION D'AIDE, ACCOMPAGNEMENT";"9699H";"9699H";"7330Y";;;"SUCCES_ECHO"
"RELATION D'AIDE, ACCOMPAGNEMENT";"8696Y";"9699H";"7330Y";;;"SUCCES_ECHO"
"RELATION D'AIDE, ACCOMPAGNEMENT";"8696Y";"9699H";"7330Y";;;"SUCCES_ECHO"
"RELATION D'AIDE, ACCOMPAGNEMENT";"/";"9699H";"7330Y";;;"SUCCES_ECHO"
"RELATION D'AIDE, ACCOMPAGNEMENT";"8899H";"9699H";"7330Y";;;"SUCCES_ECHO"
"RELATION D'AIDE, ACCOMPAGNEMENT";"NC";"9699H";"7330Y";;;"SUCCES_ECHO"
"RELATION D'AIDE, ACCOMPAGNEMENT";"9699H";"9699H";"7330Y";;;"SUCCES_ECHO"
"RELATION D'AIDE, ACCOMPAGNEMENT";"9699H";"9699H";"7330Y";;;"SUCCES_ECHO"
"RELATION D'AIDE, ACCOMPAGNEMENT";"NC";"9699H";"7330Y";;;"SUCCES_ECHO"
"RELATION D'AIDE, ACCOMPAGNEMENT";"NC";"9699H";"7330Y";;;"SUCCES_ECHO"
"Rénovation et entretien de court de tennis";;"9529H";"4763Y";;;"SUCCES_ECHO"
"REPARATION DE MOTOCYCLES";"9532Y";"9532Y";"9531G";;;"SUCCES_ECHO"
"REPARATION DE MOTOCYCLES";"/";"9532Y";"9531G";;;"SUCCES_ECHO"
"REPETITIONS DE THEATRE HEBDOMADAIRE";"8552Y";"8552Y";"8552Y";1;;"SUCCES_ECHO"
"Représentation et gestion des intérêts des sportifs professionnels";"7499Y";"9319Y";"7499Y";;;"SUCCES_ECHO"
"RESTAURANT SOLIDAIRE D'INSERTION";"5611G";"9531G";"8899H";;;"SUCCES_ECHO"
"restaurant, débit de boissons, traiteur, plats à emporter; Evènementiel; Mise en relation via une place de marché en ligne en vue de la vente directe entre vendeurs et clients consommateurs, d'articles divers notamment de produits alimentaires et non alimentaires; l'intermédiation et la transaction par le biais d'interfaces électroniques et digitales de tous articles divers; activités de drop shipping.";"5611G";;;;;"ERREUR_HTTP_200"
"Restauration d'affiches, lithographies, gravures";"9012Y";"4779H";"5510Y";1;;"SUCCES_ECHO"
"RESTAURATION RAPIDE SUR PLACE ET A EMPORTER";"5611J";"5611J";"5611J";1;;"SUCCES_ECHO"
"RESTAURATION RAPIDE SUR PLACE ET A EMPORTER";;"5611J";"5611J";;;"SUCCES_ECHO"
"RESTAURATION RAPIDE VENTE AMBULANTE CONSOMMATION SUR PLACE OU A EMPORTER";"5611J";"5612Y";"5611J";;;"SUCCES_ECHO"
"RESTAURATION RAPIDE VENTE AMBULANTE CONSOMMATION SUR PLACE OU A EMPORTER";"5612Y";"5612Y";"5611J";;;"SUCCES_ECHO"
"RESTAURATION SUR PLACE ET A EMPORTER";"5611J";"5611J";"5611J";;;"SUCCES_ECHO"
"RESTAURATION SUR PLACE ET A EMPORTER";"5611G";"5611J";"5611J";;;"SUCCES_ECHO"
"REUNIR LES EXPLOITANTS ENSEIGNE COMMERCIALE, DEFENDRE LES INTERETS COMMUNS, ECHANGES AVEC LES COMMERCANTS";"9412Y";"9412Y";"4619H";;;"SUCCES_ECHO"
"SAUVEGARDE  EGLISE CRAZANNES";"9122Y";"9122Y";;;;"SUCCES_ECHO"
"SCENARIO POUR L'AUDIOVISUEL (CINEMA, RADIO, TV, JEU VIDEO...)";"9011Y";"5912Y";"5912Y";;;"SUCCES_ECHO"
"SCENARIO POUR L'AUDIOVISUEL (CINEMA, RADIO, TV, JEU VIDEO...)";"9011Y";"5912Y";"5912Y";;;"SUCCES_ECHO"
"SCULPTURE";"9012Y";"9012Y";"9012Y";1;;"SUCCES_ECHO"
"SCULPTURE";"9012Y";"9012Y";"9012Y";;;"SUCCES_ECHO"
"Serrurier automobile assistance et dépannage en serrurerie automobile en cas de perte, d'oublie, ou d'ajout de clés. Ouverture de véhicules";"9531G ?";"4324Y";"8553Y";;;"SUCCES_ECHO"
"Service à la personne : travaux de petit bricolage";"8110Y";"9691Y";"8121Y";;;"SUCCES_ECHO"
"SERVICE A LA PERSONNE ENTRETIEN DES ESPACES VERTS DE MAISON ET PETIT BRICOLAGE";"8110Y";"9691Y";"8130Y";;;"SUCCES_ECHO"
"Service a la personnes";"9699H";"9699H";"9699H";;;"SUCCES_ECHO"
"service de closing";"8299Y";"4360Y";"8220Y";;;"SUCCES_ECHO"
"service de closing";"8299Y";"4360Y";"8220Y";;;"SUCCES_ECHO"
"Service de coaching, conseil sportifs et nutritionnels, individuel ou collectif, vente de programmes sportifs et alimentaires personnalisés";"8551Y";"9699H";"9699H";1;;"SUCCES_ECHO"
"Service de conciergerie et aide en gestion immobilière , consultant informatique, programmation informatique développeur (6201Z)";"6832H";"9699H";"6210Y";;;"SUCCES_ECHO"
"Service de journalisme production";"9011Y";"5813Y";;;;"SUCCES_ECHO"
"Services à la personne";"8121Y";"4791Y";"9699H";;"Vente à distance";"SUCCES_ECHO"
"Services d'aide à la personne sans actes médicaux ( toilette, nursing, levers, couchers...)";"9699H";"8810G";"8810G";;;"SUCCES_ECHO"
"services de réparation et d'entretien :large gamme de tâches, allant de l'électricité, à la menuiserie, à la peinture et au jardinage";"8110Y";;;;;"ERREUR_HTTP_200"
"SERVICES DES COURSIERS URBAINS INDEPENDANTS";"5320G";"5320G";"5320H";;;"SUCCES_ECHO"
"SERVICES DES COURSIERS URBAINS INDEPENDANTS";"5320G";"5320G";"5320H";;;"SUCCES_ECHO"
"SERVICES DES COURSIERS URBAINS INDEPENDANTS";;"5320G";"5320H";;;"SUCCES_ECHO"
"SERVICES DES COURSIERS URBAINS INDEPENDANTS";"5320H";"5320G";"5320H";;;"SUCCES_ECHO"
"SERVICES DES COURSIERS URBAINS INDEPENDANTS";"5320G";"5320G";"5320H";;;"SUCCES_ECHO"
"SERVICES DES COURSIERS URBAINS INDEPENDANTS";"5320G";"5320G";"5320H";;;"SUCCES_ECHO"
"SERVICES DES COURSIERS URBAINS INDEPENDANTS";"5320G";"5320G";"5320H";;;"SUCCES_ECHO"
"SERVICES DES COURSIERS URBAINS INDEPENDANTS";"5320G";"5320G";"5320H";;;"SUCCES_ECHO"
"SERVICES DES COURSIERS URBAINS INDEPENDANTS.";"5320H";"5320G";"5320H";;;"SUCCES_ECHO"
"SERVICES DES COURSIERS URBAINS INDEPENDANTS.";"5520H";"5320G";"5320H";;;"SUCCES_ECHO"
"SERVICES DES HOTESSES INDEPENDANTES (D'EXPOSITIONS, CONGRES, SALONS, ETC)";"?? 8230Y";"9699H";"6290Y";;;"SUCCES_ECHO"
"SERVICES DES HOTESSES INDEPENDANTES (D'EXPOSITIONS, CONGRES, SALONS, ETC)";"/";"9699H";"6290Y";;;"SUCCES_ECHO"
"SERVICES DES HOTESSES INDEPENDANTES (D'EXPOSITIONS, CONGRES, SALONS, ETC)";"9699H";"9699H";"6290Y";;;"SUCCES_ECHO"
"SERVICES DES HOTESSES INDEPENDANTES (D'EXPOSITIONS, CONGRES, SALONS, ETC)";"8230Y";"9699H";"6290Y";;;"SUCCES_ECHO"
"Société de trading qui va réaliser des importations de produits finis en France et des ventes locales B2B en France.";"6499Y";"4690Y";"4690Y";;;"SUCCES_ECHO"
"Sophrologie";"8696Y";"8693Y";"8696Y";;;"SUCCES_ECHO"
"SOUDURE";"3320Y";"3320Y";"3320Y";;;"SUCCES_ECHO"
"SOUDURE";"3312Y";"3320Y";"3320Y";;;"SUCCES_ECHO"
"SOUDURE";"NC";"3320Y";"3320Y";;;"SUCCES_ECHO"
"SOUDURE";"3312Y";"3320Y";"3320Y";;;"SUCCES_ECHO"
"SOUTIEN SCOLAIRE ADAPTE ET AIDE AUX DEVOIRS";"8569Y";"8559H";"8559H";;;"SUCCES_ECHO"
"Stockage de marchandises dans Amazon FBA et vente de marchandises aux consommateurs en France et dans l'UE";"4712H";"5210H";"4690Y";;;"SUCCES_ECHO"
"TATOUAGE";"9699H";"9699H";"9699H";;;"SUCCES_ECHO"
"TATOUAGE";"9699H";"9699H";"9699H";;;"SUCCES_ECHO"
"Technicienne de surface - Femme de ménage";"8121Y";"9691Y";"8121Y";;;"SUCCES_ECHO"
"TEXTE LITTERAIRE (ROMAN, THEATRE, POESIE)";"9011Y";"5811Y";"5811Y";;;"SUCCES_ECHO"
"TEXTE LITTERAIRE (ROMAN, THEATRE, POESIE)";"NC";"5811Y";"5811Y";;;"SUCCES_ECHO"
"TEXTE SCIENTIFIQUE, PEDAGOGIQUE, CRITIQUE, ESSAIS, GUIDE";"9011Y";"5811Y";;;;"SUCCES_ECHO"
"TEXTE SCIENTIFIQUE, PEDAGOGIQUE, CRITIQUE, ESSAIS, GUIDE";;"5811Y";;;;"SUCCES_ECHO"
"THERAPEUTE EN DRAINAGE LYMPHATIQUE NON MASSEUR-KINESITHERAPEUTE";"9623Y";"8696Y";"9623Y";;;"SUCCES_ECHO"
"THERAPEUTE EN DRAINAGE LYMPHATIQUE NON MASSEUR-KINESITHERAPEUTE";"8699Y";"8696Y";"9623Y";;;"SUCCES_ECHO"
"thérapeute en Réflexologie cranio sacrée";;"8696Y";"8696Y";;;"SUCCES_ECHO"
"TOILETTAGE";"9699G";"9699G";"9699G";1;;"SUCCES_ECHO"
"TOILETTAGE";"9699G";"9699G";"9699G";;;"SUCCES_ECHO"
"TOURNAGE SUR BOIS";"1612Y";"1628Y";"4681Y";;;"SUCCES_ECHO"
"TOURNAGE SUR BOIS";"1628Y";"1628Y";"4681Y";;;"SUCCES_ECHO"
"Tous services, prestations et opérations pouvant être liés à des travaux de construction, de démolition et de rénovation générale de bâtiment";"4100G";"4399H";"4311Y";;;"SUCCES_ECHO"
"tous travaux à façon relevant des techniques informatiques, télématiques, bureautiques, de communication";"6210Y";"6220G";"6220G";;;"SUCCES_ECHO"
"TOUS TRAVAUX DE GROS OEUVRE DU BATIMENT";"NC";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TOUS TRAVAUX DE GROS OEUVRE DU BATIMENT";"4391Y";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TOUS TRAVAUX DE GROS OEUVRE DU BATIMENT";"NC";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TOUS TRAVAUX DE GROS OEUVRE DU BATIMENT";"RAS";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TOUS TRAVAUX DE MACONNERIE GENERALE, DE GROS OEUVRE DE BATIMENTS";"4391Y";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TOUS TRAVAUX DE MACONNERIE GENERALE, DE GROS OEUVRE DE BATIMENTS";"4399H";"4391Y";"4391Y";;;"SUCCES_ECHO"
"Tous travaux de rénovation intérieur et extérieur, achat et revente de matériel du Btp.";"4100G";"4399H";"4100G";;;"SUCCES_ECHO"
"Toutes activités de restauration collective notamment à destination des entreprises";"5622Y";"5622Y";"5622Y";;;"SUCCES_ECHO"
"TOUTES LIVRAISON DE MARCHANDISE ET SOUS-TRAITANCE DE TRAVAUX DIVERS : BATIMENTS.";"4941H";"4399H";"4941G";;;"SUCCES_ECHO"
"TRANSACTION IMMOBILIERE";"6831Y";"6831Y";"6831Y";1;;"SUCCES_ECHO"
"TRANSACTION IMMOBILIERE";;"6831Y";"6831Y";;;"SUCCES_ECHO"
"TRANSACTION IMMOBILIERE";"6831Y";"6831Y";"6831Y";;;"SUCCES_ECHO"
"TRANSACTION IMMOBILIERE";"6831Y";"6831Y";"6831Y";;;"SUCCES_ECHO"
"TRANSACTION IMMOBILIERE";"6831Y";"6831Y";"6831Y";;;"SUCCES_ECHO"
"TRANSACTION IMMOBILIERE";"RAS";"6831Y";"6831Y";;;"SUCCES_ECHO"
"TRANSACTION SUR IMMEUBLES ET FONDS DE COMMERCE";"6831Y";"6831Y";"6831Y";1;;"SUCCES_ECHO"
"TRANSACTION SUR IMMEUBLES ET FONDS DE COMMERCE";"RAS";"6831Y";"6831Y";;;"SUCCES_ECHO"
"Transactions commerciales";;"6831Y";"4619H";;;"SUCCES_ECHO"
"TRANSACTIONS IMMOBILIERES";"6831Y";"6831Y";"6831Y";;;"SUCCES_ECHO"
"TRANSACTIONS IMMOBILIERES";"6831Y";"6831Y";"6831Y";;;"SUCCES_ECHO"
"TRANSACTIONS IMMOBILIERES";"6831Y";"6831Y";"6831Y";;;"SUCCES_ECHO"
"TRANSACTIONS IMMOBILIERES";"6831Y";"6831Y";"6831Y";;;"SUCCES_ECHO"
"TRANSACTIONS SUR IMMEUBLES ET FONDS DE COMMERCE";"6831Y";"6831Y";"6831Y";1;;"SUCCES_ECHO"
"TRANSACTIONS SUR IMMEUBLES ET FONDS DE COMMERCE";;"6831Y";"6831Y";;;"SUCCES_ECHO"
"TRANSFORMATION DE HARICOT TARBAIS MISE EN CONSERVE.VENTE EN AMBULANT";"1039G";"8692Y";"8692Y";;;"SUCCES_ECHO"
"Transport de marchandises sur véhicules de moins de 3.5 tonnes à l'échelle national et international, toutes prestations services non réglem";"4941G";"4941G";"4941G";;;"SUCCES_ECHO"
"travail de la vigne";"0161Y";"0121Y";"0121Y";;;"SUCCES_ECHO"
"Travaux bâtiment rénovation intérieur et extérieur";;"4399H";"4100G";;;"SUCCES_ECHO"
"Travaux de bricolage entretien et petite réparation";"8110Y";"9691Y";"9529H";;;"SUCCES_ECHO"
"Travaux de construction, rénovation et réparation dans les domaines de la plomberie, électricité, peinture et autres métiers du bâtiment. Service destiné aux particuliers et aux entreprises -";"4100G";"4322G";"4322G";;;"SUCCES_ECHO"
"TRAVAUX DE FINITION";"NC";"4335Y";"4335Y";;;"SUCCES_ECHO"
"TRAVAUX DE FINITION";"4335Y";"4335Y";"4335Y";;;"SUCCES_ECHO"
"TRAVAUX DE FINITION";"4335Y";"4335Y";"4335Y";;;"SUCCES_ECHO"
"TRAVAUX DE FINITION";"RAS";"4335Y";"4335Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE";"4391Y";"4391Y";"4391Y";1;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE";"4391Y";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE";"4391Y";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE";"4391Y";"4391Y";"4391Y";1;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE";"4391Y";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE";"43.91Y";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE";;"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE";"4391Y";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE";"4391Y";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE";"4391Y";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE";"4391Y";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE";"4391Y";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE";"4391Y";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE";"4391Y";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE ET GROS OEUVRE DE BATIMENT";"4391Y";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE ET GROS OEUVRE DE BATIMENT";"4391Y";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE ET GROS OEUVRE DE BATIMENT";"43.99H";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE ET GROS OEUVRE DE BATIMENT";;"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE ET GROS OEUVRE DE BATIMENT";"4391Y";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE ET GROS OEUVRE DE BATIMENT";"4391Y";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE ET GROS OEUVRE DE BATIMENT";"4390Y";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE ET GROS OEUVRE DE BATIMENT";"4391Y";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE ET GROS OEUVRE DE BATIMENT";"4391Y";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE ET GROS OEUVRE DE BATIMENT";"4391Y";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE ET GROS OEUVRE DE BATIMENT";"NC";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE ET GROS OEUVRE DE BATIMENT";"NC";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE ET GROS OEUVRE DE BATIMENT";"4933H";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE ET GROS OEUVRE DE BATIMENT";"4933H";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE ET GROS OEUVRE DE BATIMENT";"4712H";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE ET GROS OEUVRE DE BATIMENT";"4712H";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE ET GROS OEUVRE DE BATIMENT";"4712H";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE ET GROS OEUVRE DE BATIMENT";"4712H";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE ET GROS OEUVRE DE BATIMENT";"NC";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE ET GROS OEUVRE DE BATIMENT";"4712H";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE ET GROS OEUVRE DE BATIMENT";"4933H";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE ET GROS OEUVRE DE BATIMENT";"4932H";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE ET GROS OEUVRE DE BATIMENT";"4933H";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE ET GROS OEUVRE DE BATIMENT";"4933H";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE ET GROS OEUVRE DE BATIMENT";"4933H";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE GENERALE ET GROS OEUVRE DE BATIMENT";"49.33H";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE, PAVAGE";"4391Y";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE, PAVAGE";"/";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE, PAVAGE";"4391Y";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE MACONNERIE, PAVAGE";"RAS";"4391Y";"4391Y";;;"SUCCES_ECHO"
"TRAVAUX DE PETIT BRICOLAGE DITS \"HOMME TOUTES MAINS\"";"8110Y";"9529H";"8121Y";;;"SUCCES_ECHO"
"Travaux de petit bricolage dits \"homme toutes mains\" dans le cadre du service à la personne";"8121Y";"9691Y";"8121Y";;;"SUCCES_ECHO"
"TRAVAUX DE PETITS BRICOLAGES HORS ACTIVITES REGLEMENTEES DU BATIMENT";"8110Y";"9691Y";"8121Y";;;"SUCCES_ECHO"
"TRAVAUX DE PETITS BRICOLAGES HORS ACTIVITES REGLEMENTEES DU BATIMENT";"8110Y";"9691Y";"8121Y";;;"SUCCES_ECHO"
"Travaux de rénovation tous corps d'état pour particuliers et professionnels";"4100G";"4399H";"4100G";;;"SUCCES_ECHO"
"TRAVAUX DIVERS DE FINITION DU BATIMENT";"4331Y (par exemple) ou retour";"4335Y";"4100G";;;"SUCCES_ECHO"
